RoundNum,OppNum,Side,PD,TeamNum,Ballot_Result,TotalWins,TotalTies,TotalLosses,TotalBallots,TotalCS,TotalOCS,TotalPD,Rank,TeamName,OppName,EarnedBid,EarnedHonorableMention,WonSPAMTA,SPAMTAHonorableMention,SPAMTARanks,Student0,Role0,Ranks0,Side0,Student1,Role1,Ranks1,Side1,Student2,Role2,Ranks2,Side2,Student3,Role3,Ranks3,Side3,name,start_date,end_date,host,level,year,bid_start_date,bid_end_date,bid_location,amta_rep_0,amta_rep_1,tab_note_0,tab_note_1,tab_note_2
4,1066,Δ,-3,1047,Loss,2,0,6,2.0,9.5,41.0,-65,4,Middle Tennessee State University,Middle Tennessee State University,False,False,False,False,,Elizabeth Bickel 1047,Witness,18,Π,,,,,,,,,,,,,Memphis Opening Round Championship Series Tournament,"March 21, 2014","March 23, 2014",Rhodes College,orcs,2014,,,,Justin Bernstein,Adam Detsky,Opening coin flip: Tails. Lower number wins tiebreaker.,Round 3 coin flip: Heads. Cards don't move.,7th place record after round 3: 4 wins
1,1287,Π,-7,1058,Loss,3,0,5,3.0,13.0,55.0,1,19,Gonzaga University,Gonzaga University,False,False,False,False,,Sawyer Margett 1058,Witness,17,Π,,,,,,,,,,,,,Memphis Opening Round Championship Series Tournament,"March 21, 2014","March 23, 2014",Rhodes College,orcs,2014,,,,Justin Bernstein,Adam Detsky,Opening coin flip: Tails. Lower number wins tiebreaker.,Round 3 coin flip: Heads. Cards don't move.,7th place record after round 3: 4 wins
1,1287,Π,-13,1058,Loss,3,0,5,3.0,13.0,55.0,1,19,Gonzaga University,Gonzaga University,False,False,False,False,,Sawyer Margett 1058,Witness,17,Π,,,,,,,,,,,,,Memphis Opening Round Championship Series Tournament,"March 21, 2014","March 23, 2014",Rhodes College,orcs,2014,,,,Justin Bernstein,Adam Detsky,Opening coin flip: Tails. Lower number wins tiebreaker.,Round 3 coin flip: Heads. Cards don't move.,7th place record after round 3: 4 wins
2,1422,Δ,-4,1058,Loss,3,0,5,3.0,13.0,55.0,1,19,Gonzaga University,Gonzaga University,False,False,False,False,,Sawyer Margett 1058,Witness,17,Π,,,,,,,,,,,,,Memphis Opening Round Championship Series Tournament,"March 21, 2014","March 23, 2014",Rhodes College,orcs,2014,,,,Justin Bernstein,Adam Detsky,Opening coin flip: Tails. Lower number wins tiebreaker.,Round 3 coin flip: Heads. Cards don't move.,7th place record after round 3: 4 wins
2,1422,Δ,11,1058,Win,3,0,5,3.0,13.0,55.0,1,19,Gonzaga University,Gonzaga University,False,False,False,False,,Sawyer Margett 1058,Witness,17,Π,,,,,,,,,,,,,Memphis Opening Round Championship Series Tournament,"March 21, 2014","March 23, 2014",Rhodes College,orcs,2014,,,,Justin Bernstein,Adam Detsky,Opening coin flip: Tails. Lower number wins tiebreaker.,Round 3 coin flip: Heads. Cards don't move.,7th place record after round 3: 4 wins
3,1096,Δ,6,1058,Win,3,0,5,3.0,13.0,55.0,1,19,Gonzaga University,Gonzaga University,False,False,False,False,,Sawyer Margett 1058,Witness,17,Π,,,,,,,,,,,,,Memphis Opening Round Championship Series Tournament,"March 21, 2014","March 23, 2014",Rhodes College,orcs,2014,,,,Justin Bernstein,Adam Detsky,Opening coin flip: Tails. Lower number wins tiebreaker.,Round 3 coin flip: Heads. Cards don't move.,7th place record after round 3: 4 wins
3,1096,Δ,14,1058,Win,3,0,5,3.0,13.0,55.0,1,19,Gonzaga University,Gonzaga University,False,False,False,False,,Sawyer Margett 1058,Witness,17,Π,,,,,,,,,,,,,Memphis Opening Round Championship Series Tournament,"March 21, 2014","March 23, 2014",Rhodes College,orcs,2014,,,,Justin Bernstein,Adam Detsky,Opening coin flip: Tails. Lower number wins tiebreaker.,Round 3 coin flip: Heads. Cards don't move.,7th place record after round 3: 4 wins
4,1365,Π,-1,1058,Loss,3,0,5,3.0,13.0,55.0,1,19,Gonzaga University,Gonzaga University,False,False,False,False,,Sawyer Margett 1058,Witness,17,Π,,,,,,,,,,,,,Memphis Opening Round Championship Series Tournament,"March 21, 2014","March 23, 2014",Rhodes College,orcs,2014,,,,Justin Bernstein,Adam Detsky,Opening coin flip: Tails. Lower number wins tiebreaker.,Round 3 coin flip: Heads. Cards don't move.,7th place record after round 3: 4 wins
4,1365,Π,-5,1058,Loss,3,0,5,3.0,13.0,55.0,1,19,Gonzaga University,Gonzaga University,False,False,False,False,,Sawyer Margett 1058,Witness,17,Π,,,,,,,,,,,,,Memphis Opening Round Championship Series Tournament,"March 21, 2014","March 23, 2014",Rhodes College,orcs,2014,,,,Justin Bernstein,Adam Detsky,Opening coin flip: Tails. Lower number wins tiebreaker.,Round 3 coin flip: Heads. Cards don't move.,7th place record after round 3: 4 wins
1,1283,π,-12,1059,Loss,3,0,5,3.0,11.0,44.5,-16,7,Gonzaga University,Gonzaga University,False,False,False,False,,Kailey Silverstein 1059,Witness,17,Δ,,,,,,,,,,,,,Memphis Opening Round Championship Series Tournament,"March 21, 2014","March 23, 2014",Rhodes College,orcs,2014,,,,Justin Bernstein,Adam Detsky,Opening coin flip: Tails. Lower number wins tiebreaker.,Round 3 coin flip: Heads. Cards don't move.,7th place record after round 3: 4 wins
